raw_row_number,disposition,review_reason,proposed_series,proposed_title,proposed_item_type,proposed_year,proposed_month,proposed_format,proposed_format_detail,proposed_owned,proposed_source_url_veritas,raw_uuid,raw_tempid,raw_title,raw_we_have,raw_original_source,raw_unnamed_5,raw_format,raw_product_link,raw_unnamed_8,raw_unnamed_9,raw_unnamed_10,raw_unnamed_11,raw_other_links
223,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume I: Power vs. Force Muscle Testing,lecture,,,,Part 1,True,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,,VOL101,101 Volume I-Power vs Force (Part 1).mp4,✅,veritas,,,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,,,,,
224,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume I: Power vs. Force Muscle Testing,lecture,,,,Part 2,True,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,,VOL102,102 Volume II-David Hawkins -Applied Kinesiology-Power vs Force - Part 2.mp4,✅,veritas,,,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,,,,,
225,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume II: Consciousness and Addiction,lecture,,,,Part 1,True,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,,VOL201,201 Volume II-Consciousness and Addiction (Part 1).mp4,✅,veritas,,,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,,,,,
226,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume II: Consciousness and Addiction,lecture,,,,Part 2,True,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,,VOL202,202 Volume II-Consciousness and Addiction (Part 2).mp4,✅,veritas,,,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,,,,,
227,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume III: Advanced States of Consciousness,lecture,,,,Part 1,True,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,,VOL301,301 Volume III-Advanced States of Consciousness (Part 1).mp4,✅,veritas,,,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,,,,,
228,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume III: Advanced States of Consciousness,lecture,,,,Part 2,True,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,,VOL302,302 Volume III-Advanced States of Consciousness (Part 2).mp4,✅,veritas,,,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,,,,,
229,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume IV: Consciousness: How to Tell the Truth About Anything,lecture,,,,Part 1,True,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,,VOL401,401 Volume IV-How to Tell the Truth about Anything (Part 1).mp4,✅,veritas,,,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,,,,,
230,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume IV: Consciousness: How to Tell the Truth About Anything,lecture,,,,Part 2,True,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,,VOL402,402 Volume IV-How to Tell the Truth about Anything (Part 2).mp4,✅,veritas,,,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,,,,,
231,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume V: Undoing the Barriers to Spiritual Progress,lecture,,,,Part 1,True,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,,VOL501,501 Volume V-Undoing the Barriers to Spiritual Progress (Part 1).mp4,✅,veritas,,,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,,,,,
232,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume V: Undoing the Barriers to Spiritual Progress,lecture,,,,Part 2,True,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,,VOL502,502 Volume V-Undoing the Barriers to Spiritual Progress (Part 2)- converted.mp4,✅,veritas,,,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,,,,,
233,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume V: Undoing the Barriers to Spiritual Progress,lecture,,,,Part 3,True,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,,VOL503,503 Volume V-Undoing the Barriers to Spiritual Progress (Part 3)- converted.mp4,✅,veritas,,,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,,,,,
234,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume VI: How to Raise Your Level of Consciousness,lecture,,,,,True,https://veritaspub.com/product/vol-vi-how-to-raise-your-level-of-consciousness/,,VOL601,601 Volume VI-How to Raise Your Level of Consciousness-converted.mp4,✅,veritas,,,https://veritaspub.com/product/vol-vi-how-to-raise-your-level-of-consciousness/,,,,,
235,item,"Year under investigation, believed pre-2000 per owner (V1 1995,1996 known but others unclear), stripped from filename per owner request 2026-08-04 v4 feedback: do not name any if cannot name all.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07)",Volume Series,Volume VII: A Conversation with Knowingness,lecture,,,,,True,https://veritaspub.com/product/vol-vii-a-conversation-with-knowingness/,,VOL701,701 Volume VII A-Conversation with Knowingness-converted.mp4,✅,veritas,,,https://veritaspub.com/product/vol-vii-a-conversation-with-knowingness/,,,,,
236,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
237,series_context,Collection/category heading.,,,,,,,,,,,,On The Road - Talk Series https://veritaspub.com/on-the-road-talk-series/,,,,,,,,,,
238,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,, ❌❌ MOST ARE MISSING ❌❌ NOT YET IN THE SPREADSHEET ❌❌,,,,,,,,,,
239,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Become That Which You Are,lecture,2004,06,,Part 1,True,https://veritaspub.com/product/become-that-which-you-are-3/,,,Become That Which You Are (June 2004) PART1.mp4,✅,veritas,,,https://veritaspub.com/product/become-that-which-you-are-3/,,,,,
240,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Become That Which You Are,lecture,2004,06,,Part 2,True,https://veritaspub.com/product/become-that-which-you-are-3/,,,Become That Which You Are (June 2004) PART2.mp4,✅,veritas,,,https://veritaspub.com/product/become-that-which-you-are-3/,,,,,
241,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Become That Which You Are,lecture,2004,06,,Part 3,True,https://veritaspub.com/product/become-that-which-you-are-3/,,,Become That Which You Are (June 2004) PART3.mp4,✅,veritas,,,https://veritaspub.com/product/become-that-which-you-are-3/,,,,,
242,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Love is a Way of Being,lecture,2004,01,,Part 1,True,https://veritaspub.com/product/love-is-a-way-of-being/,,,Love is a Way of Being (January 2004) PART1.mp4,✅,veritas,,,https://veritaspub.com/product/love-is-a-way-of-being/,,,,,
243,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Love is a Way of Being,lecture,2004,01,,Part 2,True,https://veritaspub.com/product/love-is-a-way-of-being/,,,Love is a Way of Being (January 2004) PART2.mp4,✅,veritas,,,https://veritaspub.com/product/love-is-a-way-of-being/,,,,,
244,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Love is a Way of Being,lecture,2004,01,,Part 3,True,https://veritaspub.com/product/love-is-a-way-of-being/,,,Love is a Way of Being (January 2004) PART3.mp4,✅,veritas,,,https://veritaspub.com/product/love-is-a-way-of-being/,,,,,
245,item,"Item candidate indicated by ownership status and/or legacy tempid. Format: streaming — official Veritas product page (veritaspub.com/product/progressive-levels-of-consciousness/) sells this talk streaming-only ($1.00, Stream button, no physical SKU), verified 2026-08-07.",On The Road Talk Series,Progressive Levels of Consciousness - A Special Talk Presented in Oxford (2003).mp4,lecture,2003,,streaming,,True,,,,Progressive Levels of Consciousness - A Special Talk Presented in Oxford (2003).mp4,✅,veritas,,,,,,,,
246,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,The Presence of Spiritual Awareness PART1.mp4,lecture,2004,,,Part 1,True,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,,,The Presence of Spiritual Awareness PART1.mp4,✅,veritas,,,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,,,,,
247,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,The Presence of Spiritual Awareness PART2.mp4,lecture,2004,,,Part 2,True,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,,,The Presence of Spiritual Awareness PART2.mp4,✅,veritas,,,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,,,,,
248,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,The Presence of Spiritual Awareness PART3.mp4,lecture,2004,,,Part 3,True,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,,,The Presence of Spiritual Awareness PART3.mp4,✅,veritas,,,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,,,,,
249,duplicate,Duplicate of promoted master 311 (Devotion to Truth Talk); raw streaming row and promoted product row share Veritas product 55473. Owner ruling 2026-08-08: collapse to one DVD master (311) with streaming availability in reference_url_1; raw row excluded from master; UUID 225 retired.,On The Road Talk Series,Devotion to Truth Talk,lecture,2003,,streaming,streaming video,True,https://veritaspub.com/product/devotion-to-truth-talk/,,,Devotion to Truth.mp4,✅,veritas,,,,,,,,
250,duplicate,"Duplicate of promoted master 310 (Mind, Heart and Service Part 1); raw streaming PART1 row and promoted product row share Veritas product 54219. Owner ruling 2026-08-08: collapse to one DVD master (310) with streaming availability in reference_url_1; raw row excluded from master; UUID 226 retired.",On The Road Talk Series,"Mind, Heart and Service: The Pathway of Devotional Non-Duality",lecture,2003,,streaming,streaming video,True,https://veritaspub.com/product/mind-heart-and-service-the-pathway-of-devotional-non-duality/,,,"Mind, Heart, and Service PART1.mp4",✅,veritas,,,,,,,,
251,duplicate,"Duplicate of promoted master 310 (Mind, Heart and Service Part 2); raw streaming PART2 row and promoted product row share Veritas product 54219. Owner ruling 2026-08-08: collapse to one DVD master (310) with streaming availability in reference_url_1; raw row excluded from master; UUID 227 retired.",On The Road Talk Series,"Mind, Heart and Service: The Pathway of Devotional Non-Duality",lecture,2003,,streaming,streaming video,True,https://veritaspub.com/product/mind-heart-and-service-the-pathway-of-devotional-non-duality/,,,"Mind, Heart, and Service PART2.mp4",✅,veritas,,,,,,,,
252,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Spiritual Will Inspiring Q & A,lecture,2004,,,Part 1,True,https://veritaspub.com/product/spiritual-will-a-inspiring-q-a-session-with-dr-hawkins/,,,Spiritual Will PART1.mp4,✅,veritas,,,https://veritaspub.com/product/spiritual-will-a-inspiring-q-a-session-with-dr-hawkins/,,,,,
253,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),On The Road Talk Series,Spiritual Will Inspiring Q & A,lecture,2004,,,Part 2,True,https://veritaspub.com/product/spiritual-will-a-inspiring-q-a-session-with-dr-hawkins/,,,Spiritual Will PART2.mp4,✅,veritas,,,https://veritaspub.com/product/spiritual-will-a-inspiring-q-a-session-with-dr-hawkins/,,,,,
254,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Verification of Spiritual Realities PART1.mp4,lecture,,,,Part 1,True,https://veritaspub.com/product/verification-of-spiritual-realities/,,,Verification of Spiritual Realities PART1.mp4,✅,veritas,,,https://veritaspub.com/product/verification-of-spiritual-realities/,,,,,
255,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Verification of Spiritual Realities PART2.mp4,lecture,,,,Part 2,True,https://veritaspub.com/product/verification-of-spiritual-realities/,,,Verification of Spiritual Realities PART2.mp4,✅,veritas,,,https://veritaspub.com/product/verification-of-spiritual-realities/,,,,,
256,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Verification of Spiritual Realities PART3.mp4,lecture,,,,Part 3,True,https://veritaspub.com/product/verification-of-spiritual-realities/,,,Verification of Spiritual Realities PART3.mp4,✅,veritas,,,https://veritaspub.com/product/verification-of-spiritual-realities/,,,,,
257,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
258,series_context,Collection/category heading.,,,,,,,,,,,,Office series https://veritaspub.com/archival-office-visit-series/,,,,,,,,,,
259,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
260,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Stress,lecture,198X,,,A-01,True,,,OFF01,A-01 Office Series-Stress.mp4,✅,veritas,,,,,,,,
261,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Health,lecture,198X,,,A-02,True,,,OFF02,A-02 Office Series-Health.mp4,✅,veritas,,,,,,,,
262,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Spiritual First Aid,lecture,198X,,,A-03,True,,,OFF03,A-03 Office Series-Spiritual First Aid.mp4,✅,veritas,,,,,,,,
263,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Sexuality,lecture,198X,,,A-04,True,,,OFF04,A-04 Office Series-Sexuality.mp4,✅,veritas,,,,,,,,
264,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,The Aging Process,lecture,198X,,,A-05,True,,,OFF05,A-05 Office Series-The Aging Process.mp4,✅,veritas,,,,,,,,
265,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Handling Major Crises,lecture,198X,,,A-06,True,,,OFF06,A-06 Office Series-Handling Major Crises.mp4,✅,veritas,,,,,,,,
266,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,"Worry, Fear, and Anxiety",lecture,198X,,,A-07,True,,,OFF07,A-07 Office Series-Worry Fear and Anxiety.mp4,✅,veritas,,,,,,,,
267,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Pain and Suffering,lecture,198X,,,A-08,True,,,OFF08,A-08 Office Series-Pain and Suffering.mp4,✅,veritas,,,,,,,,
268,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Losing Weight,lecture,198X,,,A-09,True,,,OFF09,A-09 Office Series-Losing Weight.mp4,✅,veritas,,,,,,,,
269,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Depression,lecture,198X,,,A-10,True,,,OFF10,A-10 Office Series-Depression.mp4,✅,veritas,,,,,,,,
270,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Illness and Self-Healing,lecture,198X,,,A-11,True,,,OFF11,A-11 Office Series-Illness and Self-Healing.mp4,✅,veritas,,,,,,,,
271,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Alcoholism,lecture,198X,,,A-12,True,,,OFF12,A-12 Office Series-Alcoholism.mp4,✅,veritas,,,,,,,,
272,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Drug Addiction and Alcoholism,lecture,198X,,,B-01,True,,,OFF13,B-01 Office Series-Drug Addiction and Alcoholism....mp4,✅,veritas,,,,,,,,
273,research_note,Owner approved exclusion on 2026-08-03: literal Office Series B-02/B-05 non-item placeholder; no corresponding official product exists.,,,,,,,,,,,OFF14,where is B-02? might not exist.,❌,veritas,,,,,,,,
274,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,A Map of Consciousness,lecture,198X,,,B-03,True,,,OFF15,B-03 Office Series-A Map Of Consciousness.mp4,✅,veritas,,,,,,,,
275,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Cancer,lecture,198X,,,B-04,True,,,OFF16,B-04 Office Series-Cancer.mp4,✅,veritas,,,,,,,,
276,research_note,Owner approved exclusion on 2026-08-03: literal Office Series B-02/B-05 non-item placeholder; no corresponding official product exists.,,,,,,,,,,,OFF17,where is B-05? might not exist.,❌,veritas,,,,,,,,
277,item,Estimated decade 1980s (198X); most are believed 1982 but exact recording dates are unconfirmed.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Office Series,Death and Dying,lecture,198X,,,B-06,True,,,OFF18,B-06 Office Series-Death and Dying.mp4,✅,veritas,,,,,,,,
278,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
279,series_context,Collection/category heading.,,,,,,,,,,,,Missing satsang audios https://veritaspub.com/satsang-series-and-question-answer-sessions/,,,BARRET?,https://discord.com/channels/1489236876736069662/1526954452949401691/1530199449803034775,,,,,,
280,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Jan 2007),lecture,2007,,,,False,,,,Satsang Series (Jan 2007),❌,veritas/only sold via audible,,,,,,,,
281,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Mar 2007),lecture,2007,,,,False,,,,Satsang Series (Mar 2007),❌,veritas/only sold via audible,,,,,,,,
282,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (May 2007),lecture,2007,,,,False,,,,Satsang Series (May 2007),❌,veritas/only sold via audible,,,,,,,,
283,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Jul 2007),lecture,2007,,,,False,,,,Satsang Series (Jul 2007),❌,veritas/only sold via audible,,,,,,,,
284,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Sep 2007),lecture,2007,,,,False,,,,Satsang Series (Sep 2007),❌,veritas/only sold via audible,,,,,,,,
285,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (May 2008),lecture,2008,05,,,False,,,,Satsang Series (May 2008),❌,veritas/only sold via audible,,,,,,,,
286,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Sep 2008),lecture,2008,,,,False,,,,Satsang Series (Sep 2008),❌,veritas/only sold via audible,,,,,,,,
287,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Jan 2009),lecture,2009,,,,False,,,,Satsang Series (Jan 2009),❌,veritas/only sold via audible,,,,,,,,
288,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (May 2009),lecture,2009,05,,,False,,,,Satsang Series (May 2009),❌,veritas/only sold via audible,,,,,,,,
289,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Sep 2009),lecture,2009,,,,False,,,,Satsang Series (Sep 2009),❌,veritas/only sold via audible,,,,,,,,
290,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Nov 2009),lecture,2009,,,,False,,,,Satsang Series (Nov 2009),❌,veritas/only sold via audible,,,,,,,,
291,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Feb 2010),lecture,2010,02,,,False,,,,Satsang Series (Feb 2010),❌,veritas/only sold via audible,,,,,,,,
292,item,"Item candidate; raw tempid placeholder cleared 2026-08-08 (was repeated '2cds each?' annotation, not an ID).",Satsang Series,Satsang Series (Nov 2010),lecture,2010,,,,False,,,,Satsang Series (Nov 2010),❌,veritas/only sold via audible,,,,,,,,
293,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
294,series_context,Collection/category heading.,,,,,,,,,,,,Media Miscellaneous: https://veritaspub.com/media-miscellaneous-2/,,,,,,,,,,
295,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,, ❌❌ MOST ARE MISSING ❌❌ NOT YET IN THE SPREADSHEET ❌❌,,,,,,,,,,
296,duplicate,"Duplicate of master 329 (""In the World But Not of It"" – Audio, the Nightingale-Conant 6-CD audio edition; Veritas product 1661 matched_by_primary_source to 329). Legacy archive row (raw ""26. In the World But Not of It –"", owned, source veritas) is the same audio edition. Owner ruling 2026-08-07: exclude from the master; provenance kept here.",Media Miscellaneous,"""In the World But Not of It"" – Audio",,,,,,True,,,,"26. ""In the World But Not of It"" – ",✅,veritas,,,,,,,,
297,item,"Item candidate indicated by ownership status and/or legacy tempid. Official Veritas product 1552 page: ""Three Compact Disc Set"", running time 2h56m (live-verified 2026-08-08); carrier corrected from audiobook (see archive/RULING_PREP_MASTER_265_GOLDEN_WORD_BOOK_SIGNING.md).",Media Miscellaneous,Golden Word Book Signing – Audio,lecture,2007,01,CD,three CD; 2h56m,True,,,,Audio 27. Golden Word Book Signing – Audio,✅,veritas,,,,,,,,
298,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
299,research_note,Editorial gap/research note; item identity needs confirmation.,,,,,,,,,,,,Missing OTR,,,,,,,,,,
300,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,All is Divinity,lecture,2004,,,,False,,,,All is Divinity,❌,veritas,,,,,,,,
301,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Compassion: The Pathway of the Heart,lecture,2003,,,,False,,,,Compassion: The Pathway of the Heart,❌,veritas,,,,,,,,
302,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,God is Hidden Within the Beauty of the Music,lecture,,,,,False,,,,God is Hidden Within the Beauty of the Music,❌,veritas,,,,,,,,
303,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,God is The Infinite Field,lecture,2003,,,,False,,,,God is The Infinite Field,❌,veritas,,,,,,,,
304,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Spiritual Reality,lecture,2004,,,,False,,,,Spiritual Reality,❌,veritas,,,,,,,,
305,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,The Ever-Present Joy,lecture,2004,,,,False,,,,The Ever-Present Joy,❌,veritas,,,,,,,,
306,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,The Power of Devotion,lecture,2003,,,,False,,,,The Power of Devotion,❌,veritas,,,,,,,,
307,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,The Prevailing Silence,lecture,2005,,,,False,,,,The Prevailing Silence,❌,veritas,,,,,,,,
308,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Transcending the Ego,lecture,2004,,,,False,,,,Transcending the Ego,❌,veritas,,,,,,,,
309,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Truth Shines Forth,lecture,2004,,,,False,,,,Truth Shines Forth,❌,veritas,,,,,,,,
310,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,Virtues: The Spiritual Foundation,lecture,2004,,,,False,,,,Virtues: The Spiritual Foundation,❌,veritas,,,,,,,,
311,item,Item candidate indicated by ownership status and/or legacy tempid.,On The Road Talk Series,You Are the Light of Consciousness,lecture,2003,,,,False,,,,You Are the Light of Consciousness,❌,veritas,,,,,,,,
312,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
313,series_context,Collection/category heading.,,,,,,,,,,,,Discussion Series with Dr. David Hawkins & Wife Susan https://veritaspub.com/discussion-series-2/,,,,,,,,,,
314,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
315,item,Item candidate indicated by ownership status and/or legacy tempid.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Discussion Series,How to Live Your Life Like A Prayer,discussion,2012,,streaming,,True,,,,How to Live Your Life Like a Prayer.mp4,✅,veritas,,,,,,,,
316,item,Item candidate indicated by ownership status and/or legacy tempid.,Discussion Series,How to See the Reality of Life.mp4,discussion,2012,,,,True,,,,How to See the Reality of Life.mp4,✅,veritas,,,,,,,,
